id,protein1,protein2,protein3,protein4,protein5,protein6,protein7,protein8,protein9,protein10,protein11,protein12,protein13,protein14,protein15,protein16,protein17,protein18,protein19,protein20,protein21,protein22,protein23,protein24,protein25,protein26,protein27,protein28,protein29,protein30,protein31,protein32,protein33,protein34,protein35,protein36,protein37,protein38,protein39,protein40,protein41,protein42,protein43,protein44,protein45,protein46,protein47,protein48,protein49,protein50,protein51,protein52
1,690.9306640625,1.1015137434005735,0.3380326330661773,2.0952587127685547,1.9867031574249268,2.655477523803711,5.1926703453063965,3.7284653186798096,7.974388122558594,0.6211626529693604,51.949337005615234,0.4663142263889313,0.0876840949058532,1.8542567491531368,0.6635290384292603,1.1104680299758911,0.189678281545639,0.1863836348056793,0.0864936858415603,1.270253300666809,1.7224173545837402,0.2914300858974457,1.8741666078567505,0.0639509335160255,0.5644057393074036,0.8969709277153015,0.1486997902393341,1.075448751449585,1.267234444618225,0.0730496495962143,8.118544578552246,0.3095310032367706,0.0944004878401756,0.9082951545715332,0.0824128910899162,0.1775418668985366,0.692497193813324,4.148655414581299,0.3150051832199096,0.2666523158550262,2.4691593647003174,0.7617761492729187,0.1183693930506706,0.9276025295257568,0.0704125761985778,11.80284023284912,0.7998548746109009,2.396329402923584,4.577846050262451,6.061445713043213,1.4069561958312988,0.0733226239681243
2,674.0438842773438,1.716992735862732,0.5120832324028015,3.254199266433716,3.060911178588867,4.100560665130615,8.003437042236328,5.790456771850586,2.9411957263946533,0.2507807612419128,55.54545974731445,0.436462253332138,0.1138492003083229,11.649469375610352,0.7196857929229736,1.3980149030685425,0.1891469806432724,0.1895824819803238,0.1136006191372871,1.8944091796875,4.362406253814697,0.2544229924678802,1.027371525764465,0.0782683119177818,0.1399036943912506,0.1997949481010437,0.1089322715997695,0.1601309329271316,0.6216886043548584,0.0525593757629394,10.863489151000977,0.3176848888397217,0.1766173839569091,0.857997715473175,0.0893712043762207,0.1377156972885131,0.4006706476211548,3.27369236946106,0.2162492573261261,0.3221208751201629,2.09521746635437,0.1849161088466644,0.1209876835346221,0.7737236022949219,0.3485914468765259,17.131118774414062,0.7158972024917603,2.537059783935547,4.851518630981445,5.077484607696533,1.1758549213409424,0.0783261805772781
3,661.05517578125,1.7660804986953735,0.524978518486023,3.2656073570251465,3.136247158050537,4.214771747589111,8.161823272705078,5.971868515014648,3.592763185501098,0.2630393803119659,46.58761978149414,0.6451684236526489,0.142622172832489,18.25643539428711,1.103048324584961,1.3028721809387207,0.267142117023468,0.3857563436031341,0.1960028409957885,8.122395515441895,7.0285186767578125,1.5521140098571775,0.8353201150894165,0.1095973774790763,0.1721014529466629,0.5723985433578491,0.1543121337890625,0.1690179109573364,1.1590731143951416,0.0947477221488952,21.28036117553711,0.6081504225730896,0.1118994653224945,0.3247152268886566,0.1208728849887847,0.1770970225334167,1.152988314628601,3.6370575428009033,0.5808055400848389,0.4594502747058868,3.0777270793914795,2.2249462604522705,0.2395811676979065,0.7861413955688477,0.2327119559049606,14.377202987670898,0.6348519921302795,4.011007785797119,7.628147125244141,5.026156425476074,1.1386865377426147,0.0617946237325668
4,708.4624633789062,1.0579752922058103,0.3135002255439758,1.9720118045806885,1.876603484153748,2.5258514881134038,4.903439998626709,3.5423507690429688,2.584691286087036,0.2333047688007354,52.661277770996094,0.2513827979564667,0.0695253387093544,0.9652498364448548,0.1229709312319755,0.050421554595232,0.068866841495037,0.2364092916250229,0.0501783564686775,0.0955834612250328,0.2704977095127105,0.1128813773393631,0.3014938235282898,0.0428922660648822,0.0981611534953117,0.1505179405212402,0.2894771099090576,0.0347881354391574,0.2639215588569641,0.0607498213648796,11.165729522705078,0.2726508975028991,0.085417553782463,0.0612502694129943,0.0459801331162452,0.0735328868031501,0.2279317677021026,0.8034364581108093,0.2978040277957916,0.1723872870206833,0.9849923849105836,0.3123526275157928,0.0629793331027031,0.2704379558563232,0.0662102773785591,0.7985875606536865,0.574971079826355,2.6139180660247803,4.953640937805176,5.981791496276856,1.3744231462478638,0.078093372285366
5,515.079345703125,1.4938246011734009,0.4270225167274475,2.671708583831787,2.539767265319824,3.423346519470215,6.651448726654053,4.8522257804870605,4.896438121795654,0.4085863828659057,42.00416564941406,0.4531351923942566,0.0830098614096641,3.118738889694214,0.4433545470237732,1.388140082359314,0.1774205416440963,0.359673261642456,0.0916476920247078,1.4989641904830933,2.6839852333068848,0.3194176852703094,0.8352369666099548,0.1188330650329589,0.3428030014038086,1.5001479387283323,0.1704991161823272,0.1885492205619812,0.5823426246643066,0.0671464875340461,22.02195930480957,0.2834430634975433,0.4850247800350189,0.5804436206817627,0.0879382640123367,0.1108892038464546,0.4587993025779724,1.9672690629959104,0.1883213520050048,0.3094050288200378,2.1866183280944824,1.1550536155700684,0.1213228404521942,0.7508525252342224,0.0668648034334182,10.53454303741455,0.7218296527862549,1.484233021736145,2.815199375152588,3.897812843322754,0.8724054098129272,0.0688893795013427
6,682.779541015625,1.6749392747879028,0.4957071244716644,3.0772416591644287,2.9545834064483643,3.985829114913941,7.755026340484619,5.653634071350098,1.6836594343185425,0.1401604562997818,44.64176559448242,0.2437789440155029,0.0589329302310943,10.47356414794922,0.1769404262304306,0.3171336948871612,0.0696582198143005,0.0864993780851364,0.047498133033514,0.0987819954752922,0.2130831182003021,0.0474179089069366,0.1031588017940521,0.128169372677803,0.0547428913414478,3.632135152816773,0.0395299531519413,0.0452865324914455,0.3571738600730896,0.0445024445652961,7.33994722366333,0.225251019001007,0.083350621163845,0.0532858669757843,0.0474987104535102,0.0753412023186683,0.1233398765325546,0.2935442626476288,0.0367097333073616,0.1715600043535232,1.825444459915161,0.0239133797585964,0.0314686261117458,0.3507706522941589,0.0693155974149704,4.383354663848877,0.4661235809326172,3.082995891571045,5.854016780853272,5.481129169464111,1.2487901449203491,0.0665205270051956
7,665.0609130859375,2.536945581436157,0.7369797825813293,4.636978626251221,4.455743789672852,5.987210273742676,11.590536117553713,8.506040573120117,18.62022590637207,1.3851213455200195,42.46977233886719,2.234581232070923,0.4705486893653869,8.132055282592773,3.8371903896331783,2.653533935546875,0.4246577322483063,0.2375013381242752,0.1886928379535675,3.351194381713867,0.5596278309822083,0.8834143877029419,4.611656665802002,0.1139201819896698,0.7585882544517517,5.201081275939941,0.3172450065612793,0.8774638772010803,1.9248361587524412,0.1590325385332107,23.775989532470703,1.009204983711243,0.1564819514751434,2.7200183868408203,0.1967316418886184,0.3289168775081634,2.584369421005249,3.520670175552368,0.3588862121105194,0.6613587737083435,7.089466094970703,1.781463861465454,0.2283256947994232,2.5384068489074707,0.2978615164756775,22.046077728271484,1.7830976247787476,5.833553314208984,11.10638427734375,4.940945625305176,1.12225341796875,0.0872459113597869
8,666.1962890625,0.1409526318311691,0.0433351546525955,0.2187877893447876,0.2067440599203109,0.2698610126972198,0.5197256803512573,0.3740345537662506,6.240979194641113,0.5123719573020935,55.00426483154297,0.41022589802742,0.1005748063325882,3.714540243148804,1.2064391374588013,0.9646796584129332,0.394152820110321,0.2568438649177551,0.1029699146747589,0.5863280296325684,0.9974195957183838,0.1785193830728531,3.991150379180908,0.0686948001384735,0.3736176788806915,0.5055717825889587,0.242314413189888,0.4816832840442657,0.8658128380775452,0.0894017294049263,10.738550186157228,0.6166746616363525,0.1547164916992187,1.4512276649475098,0.1561219990253448,0.2243168801069259,0.944286286830902,7.6749138832092285,0.5727583169937134,0.3602213859558105,3.1056931018829346,0.9258376955986024,0.1294265389442443,1.3276607990264893,0.0824042186141014,9.308951377868652,0.8729240298271179,2.8939151763916016,5.503421306610107,4.977670192718506,1.1532492637634275,0.1026484817266464
9,663.6370849609375,2.3434457778930664,0.6875925064086914,4.296546459197998,4.09682035446167,5.613898277282715,10.800747871398926,7.957332611083984,4.005748748779297,0.2999158203601837,44.74399566650391,0.4677124917507171,0.1130509302020073,2.274714708328247,0.1524311155080795,0.1282675117254257,0.18003511428833,0.349717915058136,0.1531869769096374,0.5354628562927246,6.412472248077393,0.4476385116577148,1.5498175621032717,0.1421009749174118,0.1559904366731643,2.848296880722046,0.1984589397907257,0.1450867056846618,0.6315703392028809,0.093325063586235,46.57892227172852,0.5536478757858276,0.2661406397819519,0.3537175953388214,0.0923369824886322,0.4176415801048279,0.5879732370376587,3.4472360610961914,0.2076490670442581,0.4278532862663269,2.924302339553833,2.121423721313477,0.1860283613204956,0.6620447039604187,0.1321979463100433,1.5406553745269775,0.5697721242904663,5.866834163665772,11.160268783569336,5.1916584968566895,1.2011889219284058,0.0548000931739807
10,636.2409057617188,1.4222670793533323,0.4206321537494659,2.6197850704193115,2.4868006706237797,3.4060986042022705,6.557684898376465,4.808553695678711,10.541159629821776,0.7685043215751648,45.79430389404297,0.7691894769668579,0.1363086551427841,3.9434893131256095,1.7740694284439087,2.9820728302001958,0.3646292984485626,0.3042961359024048,0.1582490652799606,1.819881081581116,3.970139265060425,0.8155325651168823,2.2708888053894043,0.079958438873291,0.5664262175559998,0.8789495825767517,0.2022165805101394,0.5851784348487854,10.352094650268556,0.1257013380527496,20.952259063720703,0.5072551369667053,0.1579849869012832,1.0609674453735352,0.1279387027025222,0.236945167183876,0.9669337868690492,3.805691719055176,0.226291686296463,0.5037992000579834,5.91212272644043,1.473264217376709,0.1985067874193191,1.967803120613098,0.5336071252822876,35.51350402832031,1.5894135236740112,3.390258312225342,6.423033237457275,3.6239333152771,0.832632839679718,0.0866963565349578
